Unnamed: 0,uf,cod_municipio,municipio,cnpj,farmacia,endereco,bairro,data_credenciamento,tem_numero,geocode_status,endereco_completo,lat,lng
,PR,4114203,MANDAGUARI,07.025.049/0001-48,A.Z. TREVISAN & CIA. LTDA,RUA FRANCISCO NOGUEIRA DE MATTOS 09 - CAIXA POSTAL 127,JARDIM PROGRESSO I,2014-09-22 00:00:00,True,pendente,"RUA FRANCISCO NOGUEIRA DE MATTOS 09 - CAIXA POSTAL 127, JARDIM PROGRESSO I, MANDAGUARI, PR, Brasil",,
,PR,4114203,MANDAGUARI,07.730.015/0001-54,FARMACIA MANDAGUARI LTDA,AVE AMAZONAS 770,CENTRO,2014-01-10 00:00:00,True,pendente,"AVE AMAZONAS 770, CENTRO, MANDAGUARI, PR, Brasil",,
,PR,4114203,MANDAGUARI,18.258.877/0001-42,DROGARIA KM LTDA,AVE AMAZONAS 1139,CENTRO,2014-12-02 00:00:00,True,pendente,"AVE AMAZONAS 1139, CENTRO, MANDAGUARI, PR, Brasil",,
,PR,4114203,MANDAGUARI,20.287.112/0001-82,MAGON FARMAVIDA LTDA,RUA AMELIA LISBOA CRISPIM 210,CONJUNTO RESIDENCIAL MANDAGUARI,2015-06-05 00:00:00,True,pendente,"RUA AMELIA LISBOA CRISPIM 210, CONJUNTO RESIDENCIAL MANDAGUARI, MANDAGUARI, PR, Brasil",,
,PR,4114203,MANDAGUARI,82.336.306/0001-88,FARMACIA RAPHARMA LTDA,AVE AMAZONAS 1.365,CENTRO,2012-10-04 00:00:00,True,pendente,"AVE AMAZONAS 1.365, CENTRO, MANDAGUARI, PR, Brasil",,
,PR,4114203,MANDAGUARI,84.885.144/0001-62,FARMACIA VILAFARMA DE MANDAGUARI LTDA,AVE AMAZONAS 2212,CENTRO,2014-01-29 00:00:00,True,pendente,"AVE AMAZONAS 2212, CENTRO, MANDAGUARI, PR, Brasil",,
,PR,4114302,MANDIRITUBA,04.558.746/0001-76,M. A. CORDEIRO LTDA,RUA JOSE PEDRO DE ASSIS 43,AREIA BRANCA DOS ASSIS,2010-02-12 15:46:40,True,pendente,"RUA JOSE PEDRO DE ASSIS 43, AREIA BRANCA DOS ASSIS, MANDIRITUBA, PR, Brasil",,
,PR,4114302,MANDIRITUBA,05.783.713/0001-92,JANE APARECIDA PINTO FARMACIA LTDA,RUA FRANCISCO DE ASSIS P. MAGALHAES 284,AREIA BRANCA DOS ASSIS,2010-11-04 00:00:00,True,pendente,"RUA FRANCISCO DE ASSIS P. MAGALHAES 284, AREIA BRANCA DOS ASSIS, MANDIRITUBA, PR, Brasil",,
,PR,4114302,MANDIRITUBA,06.340.255/0001-80,MANDIFARMA LTDA,AV BRASIL 304,CENTRO,2010-02-12 00:00:00,True,pendente,"AV BRASIL 304, CENTRO, MANDIRITUBA, PR, Brasil",,
,PR,4114302,MANDIRITUBA,08.376.867/0001-58,FARMACIA HIPERMANDI LTDA,"AV. BRASIL, 432",CENTRO,2010-12-22 00:00:00,True,pendente,"AV. BRASIL, 432, CENTRO, MANDIRITUBA, PR, Brasil",,
,PR,4114351,MANFRINOPOLIS,12.323.087/0001-17,FARMACIA SCHERER LTDA,AVE SAO CRISTOVAO SN,CENTRO,2013-11-14 00:00:00,False,sem_numero,"AVE SAO CRISTOVAO SN, CENTRO, MANFRINOPOLIS, PR, Brasil",,
,PR,4114401,MANGUEIRINHA,00.525.128/0001-79,CARLOS R MENEGHETTI & CIA LTDA,AVE IGUACU 708,CENTRO,2010-03-10 00:00:00,True,pendente,"AVE IGUACU 708, CENTRO, MANGUEIRINHA, PR, Brasil",,
,PR,4114401,MANGUEIRINHA,03.650.053/0001-46,FARMACIA SUPRA FARMA LTDA.,AVE IGUACU 532,CENTRO,2014-02-19 00:00:00,True,pendente,"AVE IGUACU 532, CENTRO, MANGUEIRINHA, PR, Brasil",,
,PR,4114401,MANGUEIRINHA,07.192.233/0001-82,JOICE R. LEAO LTDA,AVE IGUACU 820,CENTRO,2010-04-14 08:17:11,True,pendente,"AVE IGUACU 820, CENTRO, MANGUEIRINHA, PR, Brasil",,
,PR,4114401,MANGUEIRINHA,10.585.098/0001-40,COSTELLA & COSTELLA LTDA,AVE IGUACU 600,CENTRO,2010-08-30 16:54:26,True,pendente,"AVE IGUACU 600, CENTRO, MANGUEIRINHA, PR, Brasil",,
,PR,4114500,MANOEL RIBAS,03.367.590/0001-83,PAULA ANDREA IANCZEN RODRIGUES & CIA LTDA,AVE SETE DE SETEMBRO 1613,JARDIM SANTA CECILIA,2013-03-21 00:00:00,True,pendente,"AVE SETE DE SETEMBRO 1613, JARDIM SANTA CECILIA, MANOEL RIBAS, PR, Brasil",,
,PR,4114500,MANOEL RIBAS,09.419.113/0001-09,DALVA & NATAL MEDICAMENTOS LTDA,Rua SETE DE SETEMBRO 847,CENTRO,2013-12-19 00:00:00,True,pendente,"Rua SETE DE SETEMBRO 847, CENTRO, MANOEL RIBAS, PR, Brasil",,
,PR,4114500,MANOEL RIBAS,82.491.929/0001-25,SCHMITZ & MROCZKO LTDA,AVE SETE DE SETEMBRO 873,CENTRO,2013-11-11 00:00:00,True,pendente,"AVE SETE DE SETEMBRO 873, CENTRO, MANOEL RIBAS, PR, Brasil",,
,PR,4114500,MANOEL RIBAS,84.932.979/0005-50,BONA FARMA LTDA,RUA SETE DE SETEMBRO 1128,CENTRO,2014-02-07 00:00:00,True,pendente,"RUA SETE DE SETEMBRO 1128, CENTRO, MANOEL RIBAS, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,00.743.473/0001-89,J H RODRIGUES PONS & CIA LTDA,AVE MARIPA 1012,CENTRO,2011-07-25 00:00:00,True,pendente,"AVE MARIPA 1012, CENTRO, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,02.829.954/0001-37,A M S MARKI LTDA,RUA INDEPENDENCIA 247,CENTRO,2014-09-09 00:00:00,True,pendente,"RUA INDEPENDENCIA 247, CENTRO, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,04.662.994/0001-62,FARMACIA C.A RIEGER LTDA,"AV RIO GRANDE DO SUL, 820",CENTRO,2010-09-20 15:46:59,True,pendente,"AV RIO GRANDE DO SUL, 820, CENTRO, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,05.659.981/0001-05,FARMACIA MEDILAR LTDA,"AV. RIO GRANDE DO SUL, 5330",VILA GAUCHA,2011-07-22 00:00:00,True,pendente,"AV. RIO GRANDE DO SUL, 5330, VILA GAUCHA, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,07.001.508/0001-53,FARMAPLUS COMERCIO DE MEDICAMENTOS LTDA.,AV MARIPA 3320,HIGIENOPOLIS,2011-09-06 00:00:00,True,pendente,"AV MARIPA 3320, HIGIENOPOLIS, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,07.876.049/0001-51,C C W FARMACIA LTDA,RUA PARANA 819,CENTRO,2008-06-05 00:00:00,True,pendente,"RUA PARANA 819, CENTRO, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,08.511.551/0001-21,FARMACIA FILADELFIA LTDA,avenida IRIO JACOB WELP 3455,JARDIM PRIMAVERA,2014-07-11 00:00:00,True,pendente,"avenida IRIO JACOB WELP 3455, JARDIM PRIMAVERA, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,08.976.876/0001-80,FARMACIA BRASIL MARECHAL LTDA,"AVENIDA RIO GRANDE DO SUL, 855",CENTRO,2014-04-07 00:00:00,True,pendente,"AVENIDA RIO GRANDE DO SUL, 855, CENTRO, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,13.207.641/0001-63,FLAVIA FULBER DE CEZARO,AVE AV. CAPITAO HEITOR MENDES 741,PORTO MENDES,2011-09-30 00:00:00,True,pendente,"AVE AV. CAPITAO HEITOR MENDES 741, PORTO MENDES, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,19.348.491/0001-94,FARMACIA SAO PEDRO LTDA,AV RIO GRANDE DO SUL 6437,VILA GAUCHA,2015-12-29 00:00:00,True,pendente,"AV RIO GRANDE DO SUL 6437, VILA GAUCHA, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,72.244.296/0001-05,FARMACIA RONDON LTDA,R 7 DE SETEMBRO 855,CENTRO,2014-07-09 00:00:00,True,pendente,"R 7 DE SETEMBRO 855, CENTRO, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,76.750.819/0001-38,"REUTER , HOFFMANN & CIA LTDA","RUA SANTA CATARINA, 725 - CENTRO",SEDE,2011-09-14 00:00:00,True,pendente,"RUA SANTA CATARINA, 725 - CENTRO, SEDE, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,79.218.319/0001-48,NESTOR HARTMANN & CIA LTDA,AVE MARIPA 2343,CENTRO,2010-07-06 00:00:00,True,pendente,"AVE MARIPA 2343, CENTRO, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,79.430.682/0167-11,FARMACIA E DROGARIA NISSEI S.A,AVE RIO GRANDE DO SUL 1060,CENTRO,2012-11-30 00:00:00,True,pendente,"AVE RIO GRANDE DO SUL 1060, CENTRO, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,84.683.481/0245-13,CIA LATINO AMERICANA DE MEDICAMENTOS,RUA TIRADENTES 564,CENTRO,2013-12-02 00:00:00,True,pendente,"RUA TIRADENTES 564, CENTRO, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,84.683.481/0297-44,CIA LATINO AMERICANA DE MEDICAMENTOS,RUA SANTA CATARINA 725,CENTRO,2013-12-02 00:00:00,True,pendente,"RUA SANTA CATARINA 725, CENTRO, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114609,MARECHAL CANDIDO RONDON,85.035.624/0001-05,J A MARTINS E CIA LTDA,"RUA TIRADENTES, 613",CENTRO,2006-03-03 00:00:00,True,pendente,"RUA TIRADENTES, 613, CENTRO, MARECHAL CANDIDO RONDON, PR, Brasil",,
,PR,4114708,MARIA HELENA,01.104.274/0001-93,A. M. SCARPANTE & CIA. LTDA,AVE PARANA 982,CENTRO,2010-05-18 00:00:00,True,pendente,"AVE PARANA 982, CENTRO, MARIA HELENA, PR, Brasil",,
,PR,4114708,MARIA HELENA,01.721.320/0001-01,J C PRADELLA & CIA LTDA,AVE PARANA 1142,CENTRO,2012-12-28 00:00:00,True,pendente,"AVE PARANA 1142, CENTRO, MARIA HELENA, PR, Brasil",,
,PR,4114708,MARIA HELENA,17.057.898/0001-37,ARMAGNI & WERLANG LTDA.,AVE PARANA 708,CENTRO,2013-11-08 00:00:00,True,pendente,"AVE PARANA 708, CENTRO, MARIA HELENA, PR, Brasil",,
,PR,4114807,MARIALVA,08.008.124/0001-25,T G GRANDE COMERCIO DE MEDICAMENTOS LTDA,AVE CRISTOVAO COLOMBO 1157,CENTRO,2011-02-17 15:53:47,True,pendente,"AVE CRISTOVAO COLOMBO 1157, CENTRO, MARIALVA, PR, Brasil",,
,PR,4114807,MARIALVA,08.449.826/0001-44,FARMAFATIMA COMERCIO DE MEDICAMENTOS LTDA,AVE CRISTOVAO COLOMBO 1226,CENTRO,2011-08-12 00:00:00,True,pendente,"AVE CRISTOVAO COLOMBO 1226, CENTRO, MARIALVA, PR, Brasil",,
,PR,4114807,MARIALVA,10.573.603/0001-36,LILIAN MARIA PEREIRA LOBATO FARMACIA,"RUA FORMOSA, 293",CENTRO,2011-07-25 00:00:00,True,pendente,"RUA FORMOSA, 293, CENTRO, MARIALVA, PR, Brasil",,
,PR,4114807,MARIALVA,12.156.433/0001-10,P. CAIXETA COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS LTDA,"AVENIDA CRISTOVAO COLOMBO, 1374",CENTRO,2014-10-23 00:00:00,True,pendente,"AVENIDA CRISTOVAO COLOMBO, 1374, CENTRO, MARIALVA, PR, Brasil",,
,PR,4114807,MARIALVA,16.619.903/0001-95,J.A. LAZARIM FARMACIA,GASTAO VIDIGAL,CENTRO,2014-09-12 00:00:00,False,sem_numero,"GASTAO VIDIGAL, CENTRO, MARIALVA, PR, Brasil",,
,PR,4114807,MARIALVA,17.892.018/0001-48,CELESTINO & TEIXEIRA LTDA,HORTENCIO ANGELI,JARDIM ELDORADO,2014-09-26 00:00:00,False,sem_numero,"HORTENCIO ANGELI, JARDIM ELDORADO, MARIALVA, PR, Brasil",,
,PR,4114807,MARIALVA,85.056.000/0001-66,JOSE LUIZ SIMOES & CIA LTDA,RUA WASHINGTON LUIZ 1255,CENTRO,2010-12-22 16:34:47,True,pendente,"RUA WASHINGTON LUIZ 1255, CENTRO, MARIALVA, PR, Brasil",,
,PR,4114906,MARILANDIA DO SUL,06.369.071/0001-42,M ZANLORENZI CERANTO & CIA LTDA,RUA 15 DE NOVEMBRO 1134,CENTRO,2006-08-01 00:00:00,True,pendente,"RUA 15 DE NOVEMBRO 1134, CENTRO, MARILANDIA DO SUL, PR, Brasil",,
,PR,4114906,MARILANDIA DO SUL,08.753.524/0001-65,IRMAOS BELIGNI LTDA,"RUA XV DE NOVEMBRO, 410 - SLA 1",CENTRO,2015-08-11 00:00:00,True,pendente,"RUA XV DE NOVEMBRO, 410 - SLA 1, CENTRO, MARILANDIA DO SUL, PR, Brasil",,
,PR,4114906,MARILANDIA DO SUL,11.288.749/0001-00,FARMACIA CLARAFARMA LTDA,"AVENIDA BRASIL, 610",VILA PARAISO,2011-07-25 00:00:00,True,pendente,"AVENIDA BRASIL, 610, VILA PARAISO, MARILANDIA DO SUL, PR, Brasil",,
,PR,4115002,MARILENA,04.219.610/0001-31,SUGAWARA & BONO LTDA,AVE PARANA 805 A,CENTRO,2011-06-28 00:00:00,True,pendente,"AVE PARANA 805 A, CENTRO, MARILENA, PR, Brasil",,
,PR,4115002,MARILENA,08.768.698/0001-00,FARMACIA E DROGARIA RIBEIRO LTDA,RUA GOIANIA 1015,CENTRO,2010-01-14 10:12:10,True,pendente,"RUA GOIANIA 1015, CENTRO, MARILENA, PR, Brasil",,
,PR,4115101,MARILUZ,00.266.179/0001-23,ROSANGELA RINALDI FARMACIA,AVE MARILIA 1454,CENTRO,2012-12-20 00:00:00,True,pendente,"AVE MARILIA 1454, CENTRO, MARILUZ, PR, Brasil",,
,PR,4115101,MARILUZ,06.090.792/0001-19,R F C DOMINGUES & CIA LTDA,AVE MARILIA 1468,CENTRO,2011-09-01 00:00:00,True,pendente,"AVE MARILIA 1468, CENTRO, MARILUZ, PR, Brasil",,
,PR,4115101,MARILUZ,80.713.290/0001-50,DROGARIA MARILUZ LTDA,AVE MARILIA 2038,CENTRO,2011-09-19 00:00:00,True,pendente,"AVE MARILIA 2038, CENTRO, MARILUZ, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0001-44,FARMACIAS SAO PAULO LTDA,PC DEPUTADO HEITOR DE ALENCAR FURTADO 462,JARDIM IGUACU,2013-10-18 00:00:00,True,pendente,"PC DEPUTADO HEITOR DE ALENCAR FURTADO 462, JARDIM IGUACU, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0002-25,FARMACIAS SAO PAULO LTDA,AV BRASIL 2005,ZONA 03,2013-12-27 00:00:00,True,pendente,"AV BRASIL 2005, ZONA 03, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0004-97,FARMACIAS SAO PAULO LTDA,AV MANDACARU 244,VILA SANTA IZABEL,2014-01-31 00:00:00,True,pendente,"AV MANDACARU 244, VILA SANTA IZABEL, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0005-78,FARMACIAS SAO PAULO LTDA,"AVENIDA MORANGUEIRA, Nº 1449",JARDIM ALVORADA,2014-01-31 00:00:00,True,pendente,"AVENIDA MORANGUEIRA, Nº 1449, JARDIM ALVORADA, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0006-59,FARMACIAS SAO PAULO LTDA,AV BRASIL 5231,ZONA 04,2014-07-28 00:00:00,True,pendente,"AV BRASIL 5231, ZONA 04, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0007-30,FARMACIAS SAO PAULO LTDA,AV DOUTOR LUIZ TEIXEIRA MENDES 1067,ZONA 04,2014-01-31 00:00:00,True,pendente,"AV DOUTOR LUIZ TEIXEIRA MENDES 1067, ZONA 04, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0008-10,FARMACIAS SAO PAULO LTDA,AV MANDACARU 1927,VILA SANTA IZABEL,2014-01-31 00:00:00,True,pendente,"AV MANDACARU 1927, VILA SANTA IZABEL, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0009-00,FARMACIAS SAO PAULO LTDA,PC FARROUPILHA 16,JARDIM ALVORADA,2013-12-23 00:00:00,True,pendente,"PC FARROUPILHA 16, JARDIM ALVORADA, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0010-35,FARMACIAS SAO PAULO LTDA,AV BRASIL 1084,ZONA 03,2013-12-23 00:00:00,True,pendente,"AV BRASIL 1084, ZONA 03, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0011-16,FARMACIAS SAO PAULO LTDA,AV BRASIL 3679,ZONA 01,2013-12-27 00:00:00,True,pendente,"AV BRASIL 3679, ZONA 01, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0013-88,FARMACIAS SAO PAULO LTDA,AV CERRO AZUL 806,ZONA 02,2013-12-27 00:00:00,True,pendente,"AV CERRO AZUL 806, ZONA 02, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0015-40,FARMACIAS SAO PAULO LTDA,AV TUIUTI 1326,VILA MORANGUEIRA,2013-12-23 00:00:00,True,pendente,"AV TUIUTI 1326, VILA MORANGUEIRA, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0016-20,FARMACIAS SAO PAULO LTDA,"PRAÇA 7 DE SETEMBRO, 210 - B",ZONA 05,2013-12-23 00:00:00,True,pendente,"PRAÇA 7 DE SETEMBRO, 210 - B, ZONA 05, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0017-01,FARMACIAS SAO PAULO LTDA,AV DOS PALMARES 20,JARDIM LIBERDADE,2013-12-23 00:00:00,True,pendente,"AV DOS PALMARES 20, JARDIM LIBERDADE, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.477.061/0018-92,FARMACIAS SAO PAULO LTDA,AV SAO JUDAS TADEU 525,JARDIM IMPERIAL II,2013-12-23 00:00:00,True,pendente,"AV SAO JUDAS TADEU 525, JARDIM IMPERIAL II, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,00.947.684/0001-33,FARMACIA FARMASATO LTDA,AV ALZIRO ZARUR 1538 A,CONJ. RES. NEY BRAGA,2014-09-23 00:00:00,True,pendente,"AV ALZIRO ZARUR 1538 A, CONJ. RES. NEY BRAGA, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,01.568.711/0001-20,J.Z - COMERCIO DE MEDICAMENTOS LTDA,RUA VEREADOR ANTONIO BORTOLOTTO 519,IGUATEMI,2014-02-04 00:00:00,True,pendente,"RUA VEREADOR ANTONIO BORTOLOTTO 519, IGUATEMI, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,01.795.737/0001-00,HARFUCH E OLIVEIRA LTDA,"AVENIDA PIONEIRO MAURICIO MARIANI, 560 - PQ. ITAIPU",ZONA 47,2012-05-22 00:00:00,True,pendente,"AVENIDA PIONEIRO MAURICIO MARIANI, 560 - PQ. ITAIPU, ZONA 47, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,03.186.403/0001-65,FVM FARMACIA LTDA,PIONEIRO RAUL AMBROSIO VALENTE,JARDIM AMERICA,2014-06-03 00:00:00,False,sem_numero,"PIONEIRO RAUL AMBROSIO VALENTE, JARDIM AMERICA, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,03.345.934/0001-53,DONATTI & DUARTE LTDA,"AVENIDA MANDACARU, 2609",PRQ DAS LARANJEIRAS,2011-02-28 00:00:00,True,pendente,"AVENIDA MANDACARU, 2609, PRQ DAS LARANJEIRAS, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,03.918.637/0001-50,J P OLIVEIRA & NASCIMENTO LTDA,AV DOS PALMARES 99,JARDIM LIBERDADE,2014-02-05 00:00:00,True,pendente,"AV DOS PALMARES 99, JARDIM LIBERDADE, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,04.088.967/0001-28,FARMACIA NIKKEY LTDA,AV ALZIRO ZARUR 1635,CONJUNTO RESIDENCIAL NEY BRAGA,2010-03-03 00:00:00,True,pendente,"AV ALZIRO ZARUR 1635, CONJUNTO RESIDENCIAL NEY BRAGA, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,05.581.005/0001-79,FARMACIA OASIS 2008 LTDA,"DONA SOPHIA RASGULAEFF, 2145, SOBRELOJA",JARDIM OASIS,2010-02-24 16:35:58,True,pendente,"DONA SOPHIA RASGULAEFF, 2145, SOBRELOJA, JARDIM OASIS, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,05.609.462/0001-24,FARMACIA CASUAL LTDA,AV DAS PALMEIRAS 371,PARQUE PALMEIRAS,2014-01-16 00:00:00,True,pendente,"AV DAS PALMEIRAS 371, PARQUE PALMEIRAS, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,05.884.487/0001-36,FARMACIA FARMASIM LTDA,AV FRANKLIN DELANO ROOSEVELT 4690 TERREO,CJT.RES.REQUIAO I,2014-01-29 00:00:00,True,pendente,"AV FRANKLIN DELANO ROOSEVELT 4690 TERREO, CJT.RES.REQUIAO I, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,05.928.280/0001-16,J NETTO MEDICAMENTOS LTDA,"AV. TUIUTI, 1848",CONJUNTO LEA LEAL,2011-07-11 00:00:00,True,pendente,"AV. TUIUTI, 1848, CONJUNTO LEA LEAL, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,06.880.662/0001-80,CICERO MOREIRA SANTANA & CIA LTDA,R PIONEIRO GUARINO AUGUSTO BASSETO 705,CONJUNTO RESIDENCIAL RODOLPHO BERNARDI,2012-11-13 00:00:00,True,pendente,"R PIONEIRO GUARINO AUGUSTO BASSETO 705, CONJUNTO RESIDENCIAL RODOLPHO BERNARDI, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,06.999.594/0001-72,FARMADEIZ COMERCIO DE MEDICAMENTOS LTDA,AV TUIUTI 3472,PARQUE RESIDENCIAL TUIUTI,2014-02-03 00:00:00,True,pendente,"AV TUIUTI 3472, PARQUE RESIDENCIAL TUIUTI, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,07.259.595/0001-43,BORGHI  COMERCIO  DE MEDICAMENTOS LTDA,AV SAO DOMINGOS 1229,VILA MORANGUEIRA,2011-08-09 00:00:00,True,pendente,"AV SAO DOMINGOS 1229, VILA MORANGUEIRA, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,07.262.122/0001-03,FARMACIA SANTA INES LTDA,"AVENIDA SABIA, 19648",PQ. HORTENCIA 2 PART,2012-12-26 00:00:00,True,pendente,"AVENIDA SABIA, 19648, PQ. HORTENCIA 2 PART, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,07.572.099/0001-45,NOVA DROGAMAIS 2 LTDA,"AVENIDA ARQUITETO NILDO RIBEIRO DA ROCHA, 792 - SALA 01",ZONA 28,2012-11-20 00:00:00,True,pendente,"AVENIDA ARQUITETO NILDO RIBEIRO DA ROCHA, 792 - SALA 01, ZONA 28, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,07.621.474/0001-08,R. C. AMOROSO & AMOROSO LTDA,AV TUIUTI 3.328,PARQUE RESIDENCIAL TUIUTI,2013-11-25 00:00:00,True,pendente,"AV TUIUTI 3.328, PARQUE RESIDENCIAL TUIUTI, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,08.008.980/0001-80,FARMACIA DROGAPREV - SARANDI LTDA,"AVENIDA CURITIBA, 476",ZONA 04,2011-02-14 11:29:51,True,pendente,"AVENIDA CURITIBA, 476, ZONA 04, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,08.830.586/0001-23,FARMAFORT COMERCIO DE PRODUTOS FARMACEUTICOS LTDA,"AVENIDA KAKOGAWA, 851 - B",PARQUE DAS BANDEIRAS,2011-08-29 00:00:00,True,pendente,"AVENIDA KAKOGAWA, 851 - B, PARQUE DAS BANDEIRAS, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,09.067.530/0001-21,WILSON APARECIDO VIEIRA FARMACIA LTDA.,AV CARMEN MIRANDA 1660,CONJUNTO RESIDENCIAL CIDADE ALTA,2014-10-02 00:00:00,True,pendente,"AV CARMEN MIRANDA 1660, CONJUNTO RESIDENCIAL CIDADE ALTA, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,09.074.548/0001-50,DAIANE VANESSA FARDIN,AVENIDA TUIUTI 1218,VILA MORANGUEIRA,2014-02-17 00:00:00,True,pendente,"AVENIDA TUIUTI 1218, VILA MORANGUEIRA, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,09.610.971/0001-28,DALIFARMA PRODUTOS FARMACEUTICOS LTDA,RUA JOSE ALVES NENDO 527,JARDIM FREGADOLLI,2012-12-19 00:00:00,True,pendente,"RUA JOSE ALVES NENDO 527, JARDIM FREGADOLLI, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,10.541.326/0001-80,FARMA DUDA MEDICAMENTOS E PERFUMARIAS LTDA,AV GOVERNADOR PARIGOT DE SOUZA 559,ZONA 01,2013-11-01 00:00:00,True,pendente,"AV GOVERNADOR PARIGOT DE SOUZA 559, ZONA 01, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,12.654.046/0001-03,GISFAR FARMACIA LTDA,AV PEDRO TAQUES 1055,ZONA 07,2012-12-27 00:00:00,True,pendente,"AV PEDRO TAQUES 1055, ZONA 07, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,12.681.095/0001-35,R P LIMA FARMACIA LTDA,DONA SOPHIA RASGULAEFF,JARDIM OASIS,2011-07-06 00:00:00,False,sem_numero,"DONA SOPHIA RASGULAEFF, JARDIM OASIS, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,13.094.350/0001-06,FARMACIA DAMASCENO LTDA,AV TUIUTI 1574,VILA MORANGUEIRA,2011-09-01 00:00:00,True,pendente,"AV TUIUTI 1574, VILA MORANGUEIRA, MARINGA, PR, Brasil",,
,PR,4115200,MARINGA,15.037.296/0001-92,AMOROSO & NETTO LTDA,R RIO TAPEROA 921,CONJUNTO RESIDENCIAL BRANCA VIEIRA,2012-11-13 00:00:00,True,pendente,"R RIO TAPEROA 921, CONJUNTO RESIDENCIAL BRANCA VIEIRA, MARINGA, PR, Brasil",,
